name,address,latitude,longitude
청주봉명점,충청북도 청주시 흥덕구 덕암로30번길 8(봉명동),36.6526306485299,127.457169361817
청주분평점,충청북도 청주시 서원구 1순환로 1109(분평동),36.606600669162,127.489953465413
청주사창점,충청북도 청주시 서원구 사직대로 122(사창동),36.6346415355557,127.461022852717
청주오송점,충청북도 청주시 흥덕구 오송읍 오송생명로 158,36.6321728688672,127.326731028387
청주옥산점,충청북도 청주시 흥덕구 옥산면 옥산시내1길 58,36.6641261905905,127.377565378
청주용암점,충청북도 청주시 상당구 낙영로24번길 22(용암동),36.6169470179864,127.509358119681
청주용정점,충청북도 청주시 상당구 1순환로 1496 (용정동),36.6260235865226,127.520031304024
청주우암점,충청북도 청주시 청원구 직지대로 858(우암동),36.6496310549175,127.485768161693
청주율량점,충청북도 청주시 청원구 공항로 119(율량동),36.6676686700636,127.48517645769
청주주중점,충청북도 청주시 청원구 충청대로 233 (주중동),36.6778098859695,127.497024314767
충주용산점,충청북도 충주시 남산1길 8 (용산동),36.9638840232268,127.947360017354
충주칠금점,충청북도 충주시 번영대로 30 (칠금동),36.9870400712615,127.92080483505
이마트충주점,충청북도 충주시 중원대로 3420 (문화동) 1024번지,,
롯데마트상당점,충청북도 청주시 상당구 용암북로160번길 60 (용암동),36.6204146139246,127.516131833982
롯데마트제천점,충청북도 제천시 용두대로 111 (하소동),37.1401241453539,128.200773271226
롯데마트청주점,충청북도 청주시 흥덕구 풍산로 15 (가경동),36.6266918992757,127.432236283554
롯데마트충주점,충청북도 충주시 충원대로 626 (칠금동),36.9824981806255,127.914247500648
음성혁신도시점,충청북도 음성군 맹동면 원중로 1363,36.905737508706,127.54721161146
청주동남지구점,충청북도 청주시 상당구 중고개로141번길 11-9 (용암동),36.617164777422,127.517316896419
홈플러스오창점,충청북도 청주시 청원구 오창읍 중심상업1로 8-11,36.7130218125203,127.428207245325
홈플러스청주점,충청북도 청주시 흥덕구 서부로 1291 (가경동),36.6154343869329,127.442238420125
청주개신오거리점,충청북도 청주시 서원구 모충로 15 (개신동),36.6251674738712,127.465711215685
청주신봉네거리점,충청북도 청주시 흥덕구 사운로 301 (신봉동),36.6538199701575,127.470814237578
충주법원사거리점,충청북도 충주시 국원대로 118 (교현동),36.9818823020667,127.928585340081
하나로마트분평점,충청북도 청주시 서원구 분평로 26 (분평동),36.6081914975547,127.488006387024
하나로클럽청주점,충청북도 청주시 상당구 무농정로 28 (방서동),36.6058437271912,127.506441357245
롯데슈퍼제천장락점,충청북도 제천시 청전대로 231 (장락동),37.151996411623,128.223763440545
청주가경복대시장점,충청북도 청주시 흥덕구 복대로 155 (복대동),36.6304224661667,127.440680958944
굿모닝마트청주복대점,충청북도 청주시 흥덕구 죽천로 67(복대동),36.6386208647562,127.43037586066
청주분평2호점,충청북도 청주시 서원구 청남로 2018 (분평동),36.6123176821277,127.485582084401
청주산남2호점,충청북도 청주시 서원구 1순환로 892 (산남동),36.6160582317242,127.470111138082
청주율량2지구점,충청북도 청주시 청원구 충청대로 98 (율량동),36.6648701734059,127.493633111939
e에브리데이모충동점,충청북도 청주시 서원구 남들로 44 (모충동) 128-1,,
GS슈퍼봉명점,충청북도 청주시 흥덕구 1순환로 576 (봉명동),36.6417926251011,127.461092412447
GS슈퍼증평점,충청북도 증평군 증평읍 창신로 54,36.7806531118172,127.57889747174
GS슈퍼진천점,충청북도 진천군 진천읍 남산길 78,36.8537386942038,127.44356175361
GS슈퍼충주연수점,충청북도 충주시 금곡로 55,36.9905034532433,127.937483186142
GS슈퍼충주용산점,충청북도 충주시 남산로 72,36.9611993400799,127.94010389068
계룡점,충청남도 계룡시 엄사면 번영로 40,36.2889562987242,127.240968814163
공주점,충청남도 공주시 웅진로 185-1 (산성동),36.4569764690984,127.12460684615
논산점,충청남도 논산시 해월로167번길 8-10 (반월동),36.2062240982888,127.085065483298
서천점,충청남도 서천군 서천읍 서천로 67,36.0766162380899,126.692240470452
아산점,충청남도 아산시 온궁로 27-1 (온천동),36.7822620389903,127.003559072192
청양점,충청남도 청양군 청양읍 중앙로 21,36.4489013374758,126.802151667726
